,momentum_126d,olps_rmr,xgboost_trend,hmm_garch
2010-06-07,-0.01353207320412908,-0.01353207320412908,-0.01353207320412908,0.0
2010-06-08,0.010976067492112662,0.010976067492112662,-0.010976067492112662,0.0
2010-06-09,-0.005941674758709992,-0.005941674758709992,0.005941674758709992,0.0
2010-06-10,0.029506792849203878,0.029506792849203878,-0.029506792849203878,0.0
2010-06-11,0.004379678623643857,0.004379678623643857,-0.004379678623643857,0.0
2010-06-14,-0.0018046635646612463,-0.0018046635646612463,0.0018046635646612463,0.0
2010-06-15,0.023494191121040897,0.023494191121040897,-0.023494191121040897,0.0
2010-06-16,-0.0005559347650669899,-0.0005559347650669899,0.0005559347650669899,0.0
2010-06-17,0.0012830081640498037,0.0012830081640498037,-0.0012830081640498037,0.0
2010-06-18,0.0013171307943036226,0.0013171307943036226,-0.0013171307943036226,0.0
2010-06-21,-0.003856841152281021,-0.003856841152281021,0.003856841152281021,0.0
2010-06-22,-0.016070691127224812,-0.016070691127224812,0.016070691127224812,0.0
2010-06-23,-0.0029854738442266493,-0.0029854738442266493,0.0029854738442266493,0.0
2010-06-24,-0.01680350261882635,-0.01680350261882635,0.01680350261882635,0.0
2010-06-25,0.002859362131449217,0.002859362131449217,-0.002859362131449217,0.0
2010-06-28,-0.00203393834902843,-0.00203393834902843,0.00203393834902843,0.0
2010-06-29,-0.03101701864061035,-0.03101701864061035,0.03101701864061035,0.0
2010-06-30,-0.0101129704925228,-0.0101129704925228,0.0101129704925228,0.0
2010-07-01,-0.0032404516759250157,-0.0032404516759250157,0.0032404516759250157,0.0
2010-07-02,-0.004662369010297374,-0.004662369010297374,0.004662369010297374,0.0
2010-07-06,0.00535903441522545,0.00535903441522545,-0.00535903441522545,0.0
2010-07-07,0.03133081639370272,0.03133081639370272,-0.03133081639370272,0.0
2010-07-08,0.00941267817151159,0.00941267817151159,0.0,0.0
2010-07-09,0.007203887818266752,0.007203887818266752,0.0,0.0
2010-07-12,0.0007329020475055348,0.0007329020475055348,0.0,0.0
2010-07-13,0.015378879091830777,0.015378879091830777,0.0,0.0
2010-07-14,-0.0001551316306374062,-0.0001551316306374062,0.0,0.0
2010-07-15,0.0011961033180916125,0.0011961033180916125,0.0,0.0
2010-07-16,-0.028819473359129044,-0.028819473359129044,0.0,0.0
2010-07-19,0.005981890060832162,0.005981890060832162,0.0,0.0
2010-07-20,0.011416551196032687,0.011416551196032687,0.0,0.0
2010-07-21,-0.012819816608358736,-0.012819816608358736,0.0,0.0
2010-07-22,0.022513373250030444,0.022513373250030444,0.0,0.0
2010-07-23,0.008220020548377116,0.008220020548377116,0.0,0.0
2010-07-26,0.011200166146517754,0.011200166146517754,0.0,0.0
2010-07-27,-0.0010493573466290318,-0.0010493573466290318,0.0,0.0
2010-07-28,-0.006921964711350426,-0.006921964711350426,0.0,0.0
2010-07-29,-0.004158621107493432,-0.004158621107493432,0.0,0.0
2010-07-30,6.349921218862242e-05,6.349921218862242e-05,0.0,0.0
2010-08-02,0.022022522061804883,0.022022522061804883,0.0,0.0
2010-08-03,-0.004796355216742376,-0.004796355216742376,0.0,0.0
2010-08-04,0.006051112519185553,0.006051112519185553,0.0,0.0
2010-08-05,-0.001268524584838171,-0.001268524584838171,0.0,0.0
2010-08-06,-0.003704038628435491,0.003704038628435491,0.0,0.0
2010-08-09,0.005483064382283187,-0.005483064382283187,0.0,0.0
2010-08-10,-0.0059674054882985494,0.0059674054882985494,0.0,0.0
2010-08-11,-0.028178764954173263,0.028178764954173263,0.0,0.0
2010-08-12,-0.0053787488495717906,0.0053787488495717906,0.0,0.0
2010-08-13,-0.004023574358396065,0.004023574358396065,0.0,0.0
2010-08-16,0.00012045854325926086,-0.00012045854325926086,0.0,0.0
2010-08-17,0.012192216013040102,-0.012192216013040102,0.0,0.0
2010-08-18,0.0014827787168125717,-0.0014827787168125717,0.0,0.0
2010-08-19,-0.016935392189468268,0.016935392189468268,0.0,0.0
2010-08-20,-0.0036630286052607985,0.0036630286052607985,0.0,0.0
2010-08-23,-0.004040306703826824,0.004040306703826824,0.0,0.0
2010-08-24,-0.014512432962598854,0.014512432962598854,0.0,0.0
2010-08-25,0.0032893427453595248,-0.0032893427453595248,0.0,0.0
2010-08-26,-0.007684786454732473,0.007684786454732473,0.0,0.0
2010-08-27,0.01658676839931239,-0.01658676839931239,0.0,0.0
2010-08-30,-0.01471920868888299,0.01471920868888299,0.0,0.0
2010-08-31,0.000390794428747121,-0.000390794428747121,0.0,0.0
2010-09-01,0.029504621333996228,-0.029504621333996228,0.0,0.0
2010-09-02,0.009080835857702363,-0.009080835857702363,0.0,0.0
2010-09-03,0.013219002387319545,-0.013219002387319545,0.0,0.0
2010-09-07,-0.011471189788493708,0.011471189788493708,0.0,0.0
2010-09-08,0.006438699367075529,-0.006438699367075529,0.0,0.0
2010-09-09,0.0048322900955937165,-0.0048322900955937165,0.0,0.0
2010-09-10,0.004863332840635781,-0.004863332840635781,0.0,0.0
2010-09-13,0.011130616053760978,-0.011130616053760978,0.0,0.0
2010-09-14,-0.0007131195389205036,0.0007131195389205036,0.0,0.0
2010-09-15,0.00354113887216001,-0.00354113887216001,0.0,0.0
2010-09-16,-0.00036434366656679096,0.00036434366656679096,0.0,0.0
2010-09-17,0.0008268557718451586,-0.0008268557718451586,0.0,0.0
2010-09-20,0.015209797205957498,-0.015209797205957498,0.0,0.0
2010-09-21,-0.002564020390809607,0.002564020390809607,0.0,0.0
2010-09-22,-0.004825492514895946,0.004825492514895946,0.0,0.0
2010-09-23,-0.008331340584428193,0.008331340584428193,0.0,0.0
2010-09-24,0.021194392772258208,-0.021194392772258208,0.0,0.0
